L,P,frag,role,semantic_transfer,kl_from_A,kl_from_B,p_B,p_A,argmax_is_B,mean_cos_finalpos,mean_distimprove_finalpos
26,23,:,content,0.007045745849609375,1.0976430862434463e-10,14.961779609725788,3.1769812372867657e-07,0.9999711138744451,False,0.06864467263221741,0.00014803753583692014
9,30,?,question_end,0.00693511962890625,6.988669248741246e-08,14.961885925465443,3.176624235260452e-07,0.9999693623711526,False,0.14367005228996277,0.01356949657201767
23,30,?,question_end,0.0068607330322265625,2.2111083394726127e-10,14.96196446544436,3.1763933795912077e-07,0.9999710730065249,False,0.05873982608318329,0.0002788111742120236
26,21,.,content,0.0067768096923828125,9.568283372020716e-11,14.962048440426953,3.176127032611323e-07,0.9999711408153417,False,0.049633897840976715,9.781182598089799e-05
25,24, what,content,0.0066776275634765625,6.88841119884618e-10,14.962148125088756,3.175812391040971e-07,0.9999712534916182,False,-0.005870074033737183,-2.2161202650750056e-05
7,35, lowercase,content,0.00665283203125,2.088850228113791e-07,14.962166286689373,3.175737864537526e-07,0.9999725818012246,False,0.16419796645641327,0.020513374358415604
5,23,:,content,0.00658416748046875,2.3787681132661657e-08,14.962238677396122,3.175512004430744e-07,0.9999701233800309,False,0.10693099349737167,0.004248247016221285
25,21,.,content,0.00653839111328125,9.638005345195839e-11,14.962286839364772,3.175369844916086e-07,0.9999711312844862,False,0.07039414346218109,0.0001424082147423178
8,26, is,content,0.0065135955810546875,3.413546501688833e-08,14.96231309841219,3.175288904481571e-07,0.9999704364311486,False,0.09214463829994202,0.00532103143632412
3,30,?,question_end,0.0063724517822265625,4.866508485159063e-09,14.962452382113065,3.1748416572429944e-07,0.9999707178457296,False,0.17567913234233856,0.006073457654565573
12,24, what,content,0.00630950927734375,1.5503706901999446e-08,14.962515720604548,3.1746456950139574e-07,0.9999719349453854,False,0.14018851518630981,0.010484563186764717
16,21,.,content,0.0063076019287109375,7.7092175080147e-08,14.96251608710418,3.174631151094344e-07,0.9999692610888271,False,0.06027954816818237,0.004542272537946701
19,22, Question,content,0.0062103271484375,8.406866413092491e-11,14.962614987625814,3.174328401894555e-07,0.9999711661072901,False,0.044113218784332275,1.4515535440295935e-05
25,26, is,content,0.0057888031005859375,3.126988158933e-10,14.963036997433411,3.1729909609644547e-07,0.9999712710069885,False,0.11413122713565826,0.0005462394328787923
15,21,.,content,0.0057086944580078125,3.941879883261563e-07,14.963114727109721,3.1727229994471237e-07,0.9999669254516369,False,0.19956442713737488,0.031655557453632355
15,27, the,content,0.0057086944580078125,1.191427296108094e-09,14.963116799685114,3.1727359755685974e-07,0.9999710152168937,False,0.05181536078453064,0.0007006359519436955
2,22, Question,content,0.00566864013671875,1.1753402343993877e-08,14.963155801050501,3.172607110404346e-07,0.9999704523137858,False,0.050475869327783585,0.00400475924834609
12,41,assistant,chat_template,0.00565338134765625,1.0762162045318972e-09,14.963171865098168,3.1725614688168535e-07,0.9999713248284702,False,0.009507318027317524,0.00022910290863364935
1,35, lowercase,content,0.0056514739990234375,1.0571514730393027e-08,14.963176155843579,3.172554814617181e-07,0.9999711347585446,False,0.13313063979148865,0.00892191007733345
25,23,:,content,0.0055980682373046875,1.1069219716259047e-10,14.963227118608327,3.172385290674805e-07,0.9999711045738758,False,0.07451396435499191,0.00018466761684976518
18,36, word,content,0.0055942535400390625,5.6834413524936505e-09,14.963231065233986,3.1723720829649016e-07,0.9999707559353428,False,-0.030408263206481934,-0.0004799520247615874
0,21,.,content,0.005496978759765625,3.898168409029977e-10,14.963328677672768,3.172065188015882e-07,0.9999712861234987,False,0.10558610409498215,0.0064232503063976765
12,27, the,content,0.005420684814453125,2.1723609884548176e-08,14.96340487937183,3.171820515202921e-07,0.9999704435166551,False,-0.009514445438981056,-0.0005154901882633567
20,24, what,content,0.005420684814453125,9.995497681555526e-10,14.96340506495489,3.171823291240373e-07,0.9999713187097465,False,0.020321011543273926,3.1184616091195494e-05
2,33, exactly,content,0.005401611328125,3.865465633487348e-10,14.963423208232228,3.1717618716118923e-07,0.9999710278775339,False,0.053023561835289,0.0008279506000690162
23,27, the,content,0.0052947998046875,7.132405387078207e-10,14.963531283647326,3.171424042529256e-07,0.9999713222298092,False,0.01746673882007599,7.858598110033199e-05
4,26, is,content,0.005260467529296875,4.332113260768314e-09,14.963565158037342,3.171313743638747e-07,0.9999708749342194,False,0.21250119805335999,0.005840144120156765
3,26, is,content,0.0052127838134765625,1.5961541872802388e-09,14.96361289847375,3.171163053708827e-07,0.9999710409530715,False,0.11144553124904633,0.002163140568882227
12,30,?,question_end,0.0051555633544921875,2.749172019038047e-08,14.963664767326446,3.170979401632236e-07,0.9999703465943419,False,0.1999928504228592,0.030687183141708374
20,25, color,relation,0.0051174163818359375,4.979825589773336e-08,14.963708381835017,3.170865165972618e-07,0.9999724675021161,False,0.17707832157611847,0.011396382004022598
16,42,"
",assistant_prefix,0.0051021575927734375,4.528048947134278e-07,14.963711554926146,3.1707979917577637e-07,0.999966541425272,False,0.3185666501522064,0.14195121824741364
6,39,"
",content,0.00502777099609375,2.8784620809552403e-09,14.963797247793291,3.170575756084884e-07,0.9999708371841337,False,0.13558486104011536,0.0050678374245762825
5,30,?,question_end,0.0050106048583984375,2.2640411242286515e-09,14.963813807901815,3.1705213467366606e-07,0.9999708424590221,False,0.13767407834529877,0.004109549336135387
24,30,?,question_end,0.0049648284912109375,4.224458980840587e-11,14.963860552341831,3.1703771362218683e-07,0.9999711329879096,False,0.09215551614761353,0.00012290439917705953
8,41,assistant,chat_template,0.0049533843994140625,4.35721624058427e-10,14.96387157615055,3.17034049417895e-07,0.999971019387142,False,0.027503954246640205,0.00029360552434809506
14,27, the,content,0.0048580169677734375,9.684791622730178e-10,14.963967485066883,3.170038238903747e-07,0.9999710438462558,False,0.02993335761129856,0.00017165754979941994
0,35, lowercase,content,0.0047245025634765625,8.518704889949751e-09,14.964102006485632,3.1696145036824325e-07,0.9999708805164187,False,0.12803319096565247,0.006204334087669849
5,39,"
",content,0.004711151123046875,1.276007353454279e-09,14.964114157462697,3.1695724877633484e-07,0.9999709760210514,False,0.1354464590549469,0.0047929547727108
14,37,.,content,0.0047054290771484375,1.0273308745441944e-08,14.964120353456574,3.1695567952153724e-07,0.999971747034319,False,-0.004888675641268492,-0.0005775261670351028
19,37,.,content,0.0046558380126953125,7.4344423660914325e-09,14.964167241749518,3.169396233942726e-07,0.9999706795201267,False,-0.06629727780818939,-0.0009245784021914005
7,22, Question,content,0.0046138763427734375,1.5779120199323032e-09,14.964211174652661,3.1692649947060915e-07,0.9999712320398255,False,0.06312855333089828,0.00433705048635602
11,41,assistant,chat_template,0.00447845458984375,1.0347719380316986e-09,14.96434662407887,3.1688360376067975e-07,0.9999712955510539,False,0.007286928594112396,0.00032982102129608393
19,36, word,content,0.0044078826904296875,2.435125694662539e-09,14.964417060191385,3.1686110651974803e-07,0.9999708696601151,False,-0.06915228813886642,-0.0006586852250620723
18,31, Reply,content,0.00438690185546875,1.2614532932811066e-09,14.964438593706657,3.1685449122458647e-07,0.9999709726876342,False,0.03368915617465973,-1.9121824152534828e-05
11,39,"
",content,0.0043468475341796875,3.8446839125869983e-10,14.964478982689682,3.168418968303038e-07,0.9999712780145626,False,0.06162191182374954,0.0007989335572347045
9,39,"
",content,0.004245758056640625,7.081114325812257e-10,14.964579426874701,3.168097830366918e-07,0.9999710064693913,False,0.11912927776575089,0.0047266120091080666
4,30,?,question_end,0.004169464111328125,3.643184843681996e-09,14.964655164374678,3.1678553715528494e-07,0.9999707661398151,False,0.1289507895708084,0.005795274395495653
21,30,?,question_end,0.004146575927734375,6.731906098269352e-09,14.964678368451882,3.167785179329776e-07,0.9999714964092088,False,0.03642631322145462,0.00026616043760441244
1,42,"
",assistant_prefix,0.003993988037109375,9.769399992819116e-10,14.964831241704509,3.1673001873414e-07,0.9999709713065894,False,0.181182861328125,0.032056961208581924
24,27, the,content,0.0038814544677734375,4.5336956417333884e-10,14.96494452351012,3.1669447501876537e-07,0.9999712777089479,False,0.0074920654296875,8.032082405406982e-05
6,30,?,question_end,0.0038661956787109375,6.227242751648316e-09,14.96495832925616,3.166894431833778e-07,0.9999706477788615,False,0.09345144778490067,0.004259179811924696
9,24, what,content,0.0038089752197265625,1.6383998415548189e-09,14.965015358635547,3.166714354270849e-07,0.9999710041017801,False,0.07233048230409622,0.0045550186187028885
7,32, with,content,0.00376129150390625,4.1566841711135955e-09,14.965062684835464,3.166564097601867e-07,0.999971237925247,False,-0.00855073519051075,-0.0016121562803164124
15,34, one,content,0.0037593841552734375,2.0389375922458833e-09,14.965066244066827,3.166557152085262e-07,0.999970951887665,False,-0.017005648463964462,-0.00015046335465740412
9,26, is,content,0.0037136077880859375,2.2451758302069684e-08,14.965112997804463,3.166411291188813e-07,0.9999706642735785,False,0.10887233167886734,0.0054891519248485565
16,31, Reply,content,0.0037136077880859375,1.6295364785681224e-09,14.965111650185005,3.1664120794317303e-07,0.9999709132051678,False,0.028531234711408615,-0.00018844305304810405
21,23,:,content,0.003681182861328125,8.413248320777155e-11,14.965144113679287,3.1663100726256126e-07,0.9999711223413482,False,0.05052622780203819,0.00018011429347097874
2,30,?,question_end,0.003627777099609375,4.889653019953933e-10,14.965197410579558,3.1661406850649745e-07,0.9999710298419073,False,0.15854835510253906,0.008139914833009243
25,33, exactly,content,0.0036163330078125,7.550787224889223e-11,14.9652092271902,3.1661050511965215e-07,0.9999712191949427,False,-0.000632941722869873,-5.4387237469200045e-06
23,38,<|im_end|>,chat_template,0.00357818603515625,1.8002052920057114e-10,14.965247101794578,3.16598386984775e-07,0.9999710908563786,False,0.024745892733335495,1.8084370822180063e-05
12,28, d,content,0.003528594970703125,2.1009299942666665e-09,14.96529676000385,3.1658266319935785e-07,0.9999710159217332,False,0.11650778353214264,0.0027779079973697662
26,25, color,relation,0.003509521484375,8.256878636786706e-10,14.965316519665329,3.16576720418476e-07,0.9999713175670714,False,0.011177226901054382,5.81445092393551e-05
5,26, is,content,0.0034885406494140625,1.3289023857084825e-09,14.96533715576853,3.165700055543666e-07,0.9999710873249311,False,0.1324469894170761,0.00485269958153367
3,21,.,content,0.003482818603515625,9.087180790095429e-10,14.965342247439525,3.1656817892051585e-07,0.9999710392768579,False,0.20344942808151245,0.019772425293922424
12,39,"
",content,0.00344085693359375,2.640009082592766e-11,14.965384317147516,3.1655492888503264e-07,0.9999711448328975,False,0.07221096754074097,0.0009339826065115631
17,27, the,content,0.0032024383544921875,3.193416207960228e-10,14.965622768012256,3.1647943872590915e-07,0.9999710608517096,False,0.11215507984161377,0.001135802362114191
8,42,"
",assistant_prefix,0.0031890869140625,5.899526036307609e-09,14.96563682813863,3.1647512289058434e-07,0.999970775190972,False,0.19839325547218323,0.06094633787870407
3,32, with,content,0.0031795501708984375,7.979959174858296e-09,14.965644935365352,3.1647233645415993e-07,0.9999715072756458,False,0.006178746931254864,-0.001428105402737856
13,39,"
",content,0.003173828125,4.115856099149742e-10,14.965651311289317,3.1647037478755716e-07,0.9999710307754985,False,0.014193389564752579,1.1659078154480085e-05
4,39,"
",content,0.0030918121337890625,2.3045058785950997e-09,14.965733442234958,3.164443810809474e-07,0.9999709070938794,False,0.10069020837545395,0.006762139964848757
8,32, with,content,0.0030612945556640625,5.069587918711253e-09,14.965762875914232,3.164348653777445e-07,0.999971353509661,False,-0.003528001019731164,-0.0014832732267677784
24,38,<|im_end|>,chat_template,0.003021240234375,1.5822061222940584e-10,14.9658040622074,3.164221117179022e-07,0.9999711028077835,False,-0.020256344228982925,6.555384061357472e-06
22,38,<|im_end|>,chat_template,0.002887725830078125,2.550414981426373e-10,14.965937447327796,3.16379863965658e-07,0.9999710912313646,False,-0.08351188153028488,-2.573098572611343e-05
17,31, Reply,content,0.0028705596923828125,5.887817149573177e-10,14.965954949929952,3.1637442028355853e-07,0.9999710510636501,False,0.04190682992339134,0.00010776259296108037
9,41,assistant,chat_template,0.0028057098388671875,7.166030278319914e-11,14.9660193157114,3.16353924411314e-07,0.9999711152219749,False,0.036533378064632416,0.0005618361756205559
22,25, color,relation,0.0027370452880859375,1.002021131397411e-09,14.96608859688285,3.1633227934022765e-07,0.9999713569964533,False,0.04193670675158501,0.00022676170920021832
7,41,assistant,chat_template,0.0027027130126953125,2.0407042941535647e-10,14.966122153102662,3.1632133561780576e-07,0.9999710930259318,False,0.005682128947228193,-0.00048803561367094517
23,26, is,content,0.002681732177734375,2.0593937130355093e-10,14.966143908552953,3.163147486670521e-07,0.9999712500338958,False,0.05147895589470863,0.0001844015932874754
10,41,assistant,chat_template,0.002605438232421875,1.188197698614883e-09,14.966219347075787,3.1629061848648284e-07,0.9999712557215183,False,0.012015912681818008,0.0004443758516572416
11,33, exactly,content,0.0025691986083984375,9.467687030146509e-11,14.966256182323656,3.1627913767369334e-07,0.9999711963851858,False,0.011455211788415909,0.0004997766809538007
3,39,"
",content,0.0025653839111328125,1.5524625293143243e-09,14.966259871798833,3.162778514272927e-07,0.9999709442738762,False,0.07841441035270691,0.005656114779412746
22,23,:,content,0.0025348663330078125,8.562558597410798e-11,14.96629044362046,3.162682741563785e-07,0.999971180192888,False,0.0629090890288353,0.00016192714974749833
20,21,.,content,0.002513885498046875,4.0871272267353803e-08,14.96631104222748,3.1626121784025453e-07,0.999969849645358,False,-0.01187599916011095,-0.00019169022561982274
24,23,:,content,0.0024871826171875,3.990785222012992e-11,14.966338014999597,3.16253193735995e-07,0.9999711804033912,False,0.02746202051639557,5.418554792413488e-05
16,27, the,content,0.0024433135986328125,5.5423205357299e-10,14.966381851274292,3.1623927259905276e-07,0.9999710294966315,False,0.1229623407125473,0.0014239817392081022
4,21,.,content,0.002391815185546875,1.5482405328031276e-09,14.966432660538068,3.1622295411248733e-07,0.9999709248734578,False,0.22910383343696594,0.021461473777890205
22,35, lowercase,content,0.0023326873779296875,4.4666854224120715e-11,14.966492746800538,3.162043364930284e-07,0.9999711759626299,False,0.07168487459421158,0.00011341981735313311
16,36, word,content,0.0023059844970703125,4.472760190185232e-10,14.96651890813197,3.1619585048528817e-07,0.9999710413861762,False,-0.010666408576071262,0.00014251838729251176
13,34, one,content,0.002246856689453125,7.58740427523412e-11,14.96657845917959,3.161771965544083e-07,0.9999711725867386,False,-0.028948094695806503,-0.00014795316383242607
7,39,"
",content,0.0022335052490234375,1.1978322816448396e-09,14.966591523865011,3.1617290668000394e-07,0.9999709559976844,False,0.10343196243047714,0.0036202184855937958
25,30,?,question_end,0.002208709716796875,1.6457235640440195e-11,14.966616622542437,3.1616513184831363e-07,0.9999711607791066,False,0.020285796374082565,2.3296717699849978e-05
17,36, word,content,0.00220489501953125,2.281378420290041e-10,14.966620327175926,3.161639038059642e-07,0.999971091290622,False,-0.04159336909651756,-0.0005594013491645455
23,35, lowercase,content,0.0021457672119140625,3.702651106751886e-11,14.96667965625778,3.1614523904109647e-07,0.9999711822618608,False,0.10697291046380997,0.0001537836651550606
14,39,"
",content,0.00213623046875,2.7045347543346095e-10,14.96668882431263,3.1614218230030346e-07,0.9999710501756794,False,0.013387017883360386,0.00018236797768622637
23,36, word,content,0.0020904541015625,7.0238027749282364e-12,14.966734773414055,3.1612774750043193e-07,0.9999711662947535,False,0.03307129442691803,3.5738819860853255e-05
11,28, d,content,0.002086639404296875,1.2826930887087456e-09,14.966738522530626,3.1612650911067645e-07,0.9999710636160443,False,0.13485196232795715,0.003099720925092697
19,33, exactly,content,0.0020599365234375,2.678118253214156e-10,14.966765621549373,3.16118136073233e-07,0.9999712797896518,False,0.022851696237921715,-1.1528700269991532e-06
21,35, lowercase,content,0.0020084381103515625,5.25086597987914e-11,14.966816967147738,3.161018309438785e-07,0.9999711976470392,False,-0.056440114974975586,-4.874694786849432e-05
0,42,"
",assistant_prefix,0.00194549560546875,1.4831773263534308e-10,14.966879706162231,3.160818999812631e-07,0.9999710858193699,False,0.14517851173877716,0.013769072480499744
17,33, exactly,content,0.0019321441650390625,4.005302241426929e-10,14.966893328955905,3.1607774740547773e-07,0.9999712995097132,False,-0.06373291462659836,-0.00018630186968948692
20,33, exactly,content,0.001922607421875,1.7997012063137193e-10,14.966902923352364,3.160747206886404e-07,0.9999712603463194,False,0.021449724212288857,8.059282095018716e-07
6,26, is,content,0.0018978118896484375,3.731110014206148e-09,14.966929010876724,3.160669036774842e-07,0.9999713240417778,False,0.08194703608751297,0.0035253618843853474
25,35, lowercase,content,0.00189208984375,5.875955436665432e-11,14.966933331616843,3.160650470503587e-07,0.9999711719161798,False,0.13790185749530792,0.00025780859868973494
26,33, exactly,content,0.00188446044921875,3.344528477412087e-11,14.96694103157862,3.160626436395455e-07,0.9999711971159323,False,-0.0001760534942150116,-1.7597329815544072e-06
18,28, d,content,0.0018482208251953125,2.8731584921749065e-09,14.966977114205532,3.1605109788663e-07,0.9999709061300489,False,0.08753155171871185,0.00044747500214725733
12,21,.,content,0.001842498779296875,2.4922112466089937e-07,14.966985488369685,3.1604846393351084e-07,0.9999682942735593,False,0.20532435178756714,0.031014610081911087
23,23,:,content,0.0018157958984375,7.577924767212481e-11,14.967009446786172,3.160409413877641e-07,0.9999711949092902,False,0.05837452784180641,0.00014165871834848076
0,31, Reply,content,0.001804351806640625,4.094591514600133e-10,14.967020552113793,3.1603727110699875e-07,0.99997102563063,False,-0.07302321493625641,-0.0015688003040850163
0,36, word,content,0.001766204833984375,7.861212217291449e-10,14.967059306754907,3.160252248736513e-07,0.9999710553800759,False,0.11409611254930496,0.0017287342343479395
7,29,ax,content,0.001575469970703125,1.6667945494561633e-08,14.967252967313698,3.1596516965936585e-07,0.999971739188257,False,0.11052973568439484,0.003167248098179698
24,25, color,relation,0.00156402587890625,3.0479210276560144e-10,14.967261676735495,3.159613826440758e-07,0.999971197676998,False,0.0052605075761675835,6.0157668485771865e-05
18,27, the,content,0.001556396484375,1.7371151167913053e-09,14.967268805455381,3.159588892861418e-07,0.9999709357103875,False,0.05605219677090645,0.0005248902016319335
24,36, word,content,0.0015506744384765625,7.894999442133784e-12,14.967274477982558,3.1595714991712044e-07,0.999971152686313,False,-0.0006265187403187156,7.68876816437114e-06
1,24, what,content,0.0015430450439453125,1.9628623804517628e-10,14.967282349828658,3.1595476697799504e-07,0.999971240080584,False,0.08700592070817947,0.002608616603538394
8,28, d,content,0.001506805419921875,4.2644550502655844e-10,14.967318369935454,3.159432726013097e-07,0.9999710992296466,False,0.13773693144321442,0.0024331987369805574
2,36, word,content,0.0014972686767578125,1.735248034194578e-10,14.967328360259762,3.159402943271446e-07,0.9999712093147224,False,0.08833381533622742,0.002792264800518751
2,35, lowercase,content,0.0014743804931640625,8.410339318087477e-09,14.967353248072536,3.159332312827676e-07,0.9999717416030681,False,0.16939130425453186,0.012459945864975452
6,27, the,content,0.0014495849609375,4.697582779118541e-10,14.967376141610911,3.1592523148794334e-07,0.9999712156731096,False,-0.008177193813025951,-0.0007761166780255735
1,33, exactly,content,0.0014438629150390625,3.013129746466824e-11,14.967381218827075,3.159234044982514e-07,0.9999711547227867,False,0.09736066311597824,0.0018035939428955317
4,27, the,content,0.00144195556640625,1.055031212962538e-09,14.967383579548976,3.1592276691738265e-07,0.9999710439224275,False,0.013839555904269218,-5.8349101891508326e-05
8,35, lowercase,content,0.00144195556640625,2.094863771501849e-07,14.967377163489664,3.1592326523696496e-07,0.9999726212229749,False,0.1617068201303482,0.020967908203601837
5,27, the,content,0.0014057159423828125,5.785134884522056e-10,14.96742009964081,3.159113915712307e-07,0.9999712761602848,False,0.05236225947737694,0.00014344391820486635
8,39,"
",content,0.0013484954833984375,1.0948239864323073e-09,14.96747652801298,3.158932170264351e-07,0.9999709644591372,False,0.12074822932481766,0.006414339412003756
21,33, exactly,content,0.0012493133544921875,2.103419099513363e-10,14.967576209909092,3.1586198389997787e-07,0.9999712692722161,False,0.031887248158454895,-1.4056134887141525e-06
26,30,?,question_end,0.0012416839599609375,1.495097309688482e-11,14.967583598747611,3.158595355616942e-07,0.9999711473488034,False,0.02435847744345665,3.680774898384698e-05
9,27, the,content,0.0012340545654296875,1.6011416353556935e-09,14.967591391239836,3.1585707827849433e-07,0.999970997046638,False,-0.009023459628224373,-0.0006974382558837533
16,38,<|im_end|>,chat_template,0.0012226104736328125,1.2808584580847529e-10,14.96760250186271,3.1585349096987064e-07,0.9999710836921903,False,-0.05543949455022812,-0.0001438095496268943
14,38,<|im_end|>,chat_template,0.0011920928955078125,1.221732455406291e-10,14.967633061387,3.158438530351462e-07,0.9999710868638662,False,-0.031467095017433167,-0.00010330045188311487
16,34, one,content,0.0011806488037109375,2.1163316607910575e-09,14.96764545406143,3.158403450166648e-07,0.9999714240717055,False,-0.00732739083468914,-0.0002011164033319801
17,40,<|im_start|>,chat_template,0.0011615753173828125,1.2868892770955074e-11,14.967663711202096,3.158342328826082e-07,0.9999711454050634,False,0.02165099047124386,6.409674824681133e-05
12,40,<|im_start|>,chat_template,0.001155853271484375,1.2690409316896299e-12,14.967669443999048,3.1583243236569284e-07,0.9999711666052219,False,0.02947123721241951,6.434992974391207e-05
0,38,<|im_end|>,chat_template,0.001148223876953125,5.503117623482181e-11,14.967676990169487,3.158300064979781e-07,0.9999711151021855,False,0.05736405774950981,0.0009435120155103505
5,32, with,content,0.0011463165283203125,7.130212113605278e-09,14.967678252476924,3.1582952956911887e-07,0.9999715123573848,False,-0.019496414810419083,-0.000935982505325228
23,39,"
",content,0.0011444091796875,1.524944335422528e-11,14.967680794560321,3.1582880973741064e-07,0.9999711405361056,False,0.08397890627384186,3.6270990676712245e-05
21,39,"
",content,0.0010890960693359375,2.431826816187261e-11,14.967736109067665,3.1581133816280254e-07,0.999971132354433,False,-0.03430492430925369,-1.2743836123263463e-05
11,40,<|im_start|>,chat_template,0.0010776519775390625,7.338822697166583e-13,14.967747613535739,3.158077342549833e-07,0.9999711647955313,False,0.03424127399921417,4.758292197948322e-05
15,40,<|im_start|>,chat_template,0.0010738372802734375,2.2237311228040458e-11,14.967751399710583,3.1580652054798876e-07,0.9999711363029832,False,0.01482049934566021,4.1401461203349754e-05
4,32, with,content,0.0010433197021484375,7.788719039845397e-09,14.967781718684344,3.15797027060761e-07,0.999971592329401,False,-0.013370860368013382,-0.0011716284789144993
3,27, the,content,0.0010204315185546875,1.5410848926650632e-10,14.967805017620721,3.1578965636338885e-07,0.9999711402701487,False,-0.032036297023296356,-0.0004809189704246819
0,32, with,content,0.00101470947265625,3.556138137573215e-10,14.967809982035726,3.15787839198948e-07,0.9999711079496907,False,0.08971609175205231,0.004179679322987795
14,40,<|im_start|>,chat_template,0.001010894775390625,3.461946347952225e-12,14.967814381453028,3.157866497272677e-07,0.9999711559586595,False,0.02139642834663391,3.586265665944666e-05
25,36, word,content,0.0009975433349609375,1.0921110743288298e-11,14.967827611238095,3.157824301578496e-07,0.9999711452208108,False,0.04746249318122864,3.278185613453388e-05
19,39,"
",content,0.0009822845458984375,5.537676516169968e-11,14.967842933988091,3.157776253773084e-07,0.9999711884151161,False,0.05812506005167961,0.00017557335377205163
15,39,"
",content,0.0009746551513671875,1.4519158580658456e-09,14.967850489676657,3.1577514283195655e-07,0.9999709560968837,False,-0.029623370617628098,-0.0003413738450035453
2,39,"
",content,0.0009708404541015625,5.61080466348803e-10,14.967854215673103,3.1577395667275304e-07,0.9999710144441236,False,0.06034374609589577,0.0021383946295827627
16,33, exactly,content,0.0009479522705078125,2.4658662378655995e-09,14.96787732744526,3.157668703855952e-07,0.9999714613510381,False,0.009271647781133652,0.0003297835646662861
12,33, exactly,content,0.0009307861328125,4.987951861049571e-10,14.967894692177634,3.157613379274746e-07,0.999971106640633,False,-0.0006775973015464842,0.0003987046075053513
22,39,"
",content,0.000911712646484375,2.1999222823949236e-11,14.967913466466536,3.1575532378032883e-07,0.9999711334485284,False,-0.015779469162225723,3.93540005916293e-07
18,38,<|im_end|>,chat_template,0.0009098052978515625,8.113138039554873e-12,14.967915409530187,3.157547334139113e-07,0.9999711710984794,False,0.05982197821140289,9.943233453668654e-05
0,39,"
",content,0.0009002685546875,5.906486501461123e-11,14.96792487876209,3.1575170304131593e-07,0.9999711105616521,False,0.1853954792022705,0.008688749745488167
1,36, word,content,0.000885009765625,1.4758408496270234e-11,14.967940201292693,3.157469089661299e-07,0.9999711861791795,False,0.03042524680495262,0.0003210670838598162
24,33, exactly,content,0.0008831024169921875,1.5666166465078754e-10,14.967942384751376,3.157463277904791e-07,0.9999712528865419,False,-0.03636162355542183,-5.964175215922296e-05
14,34, one,content,0.0008792877197265625,1.5422596330779877e-09,14.967946087147528,3.1574502342262254e-07,0.9999709365217844,False,-0.04304608330130577,-0.0006984222563914955
20,39,"
",content,0.0008754730224609375,1.8077557717991798e-11,14.967949730830854,3.1574389081389064e-07,0.9999711641067935,False,0.01975085586309433,4.088055356987752e-05
1,38,<|im_end|>,chat_template,0.0008602142333984375,6.879837187118428e-11,14.967964927936563,3.157390552107057e-07,0.9999711078261384,False,0.0543200708925724,0.0009500878513790667
15,38,<|im_end|>,chat_template,0.0008449554443359375,9.517140105960309e-11,14.96798016613675,3.1573423328388334e-07,0.9999710946257433,False,-0.08419432491064072,-0.0001849861437221989
16,40,<|im_start|>,chat_template,0.0008373260498046875,8.452905305284018e-12,14.967987919762361,3.1573184124375696e-07,0.9999711478710299,False,0.02579004503786564,7.2439645009581e-05
7,34, one,content,0.000827789306640625,1.1196317115865445e-08,14.967998540437764,3.157290387029834e-07,0.9999718082235596,False,0.04427522048354149,0.0010515066096559167
13,40,<|im_start|>,chat_template,0.000827789306640625,2.224384258038259e-12,14.96799749043288,3.1572883405806653e-07,0.999971160075552,False,0.0035437580663710833,2.593070712464396e-05
17,38,<|im_end|>,chat_template,0.000804901123046875,4.2305655420332254e-11,14.968020256505184,3.1572159387023364e-07,0.9999711163325374,False,-0.04317755252122879,-8.418536162935197e-05
18,33, exactly,content,0.000782012939453125,2.110406144928451e-10,14.96804348397599,3.157144153852736e-07,0.9999712674969239,False,-0.06769026815891266,-0.0001942845556186512
13,33, exactly,content,0.0007724761962890625,6.066777152057455e-10,14.968053238187624,3.157113902817129e-07,0.9999712224234308,False,-0.0003634366730693728,0.0005473052733577788
2,38,<|im_end|>,chat_template,0.00070953369140625,1.42313754159719e-11,14.96811570268651,3.156914927436304e-07,0.9999711384903285,False,0.05329800397157669,0.0007594626513309777
24,26, is,content,0.000690460205078125,2.038880687689502e-10,14.968135075560209,3.156855047700706e-07,0.9999712439922576,False,0.02178455889225006,0.00016793713439255953
22,33, exactly,content,0.00063323974609375,1.700851923484626e-10,14.968192255835522,3.1566744603193073e-07,0.9999712579766407,False,0.0321757048368454,-1.6295851310133003e-05
6,23,:,content,0.0006237030029296875,1.5469165706257717e-08,14.968200022251871,3.1566415087914077e-07,0.9999703560074262,False,0.13744527101516724,0.008315335027873516
10,40,<|im_start|>,chat_template,0.0006237030029296875,2.268542374866598e-12,14.968201540239937,3.156644080767171e-07,0.9999711707656158,False,0.031103122979402542,4.07975931011606e-05
13,38,<|im_end|>,chat_template,0.0005970001220703125,5.103777843135702e-11,14.968228181810725,3.156559614149801e-07,0.9999711149304978,False,-0.05295789986848831,-0.00014546555757988244
9,40,<|im_start|>,chat_template,0.0005950927734375,3.1617888203283837e-12,14.968230108334204,3.156553751181433e-07,0.9999711648840292,False,0.03810790181159973,7.05475322320126e-05
26,36, word,content,0.0005950927734375,6.1755408272461236e-12,14.968230068040326,3.156553717372696e-07,0.9999711541736909,False,0.03364938497543335,3.1161936931312084e-05
8,27, the,content,0.0005931854248046875,2.7436407061918626e-10,14.968232109176556,3.1565475469190414e-07,0.9999711067146712,False,-0.015375453047454357,-0.000655537995044142
22,30,?,question_end,0.0005855560302734375,4.655643998726317e-09,14.968239227747837,3.156524425056984e-07,0.999971411025703,False,0.0428459532558918,0.0002844508271664381
